SRR11212965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/065/SRR11212965/SRR11212965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/065/SRR11212965/SRR11212965_2.fastq.gz	22749796;23531345	364285
SRR11212966	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/066/SRR11212966/SRR11212966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/066/SRR11212966/SRR11212966_2.fastq.gz	62648266;64476155	838172
SRR11212967	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/067/SRR11212967/SRR11212967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/067/SRR11212967/SRR11212967_2.fastq.gz	54369126;55633760	725311
SRR11212968	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/068/SRR11212968/SRR11212968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/068/SRR11212968/SRR11212968_2.fastq.gz	66326610;67854065	864761
SRR11212969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/069/SRR11212969/SRR11212969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/069/SRR11212969/SRR11212969_2.fastq.gz	61597303;63380829	811156
SRR11212970	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/070/SRR11212970/SRR11212970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/070/SRR11212970/SRR11212970_2.fastq.gz	51703980;53840525	681402
SRR11212971	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/071/SRR11212971/SRR11212971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/071/SRR11212971/SRR11212971_2.fastq.gz	42527732;42455280	506171
SRR11212972	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/072/SRR11212972/SRR11212972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/072/SRR11212972/SRR11212972_2.fastq.gz	44632636;45517312	592857
SRR11212973	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/073/SRR11212973/SRR11212973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/073/SRR11212973/SRR11212973_2.fastq.gz	67108337;68564955	909827
SRR11212974	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/074/SRR11212974/SRR11212974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/074/SRR11212974/SRR11212974_2.fastq.gz	68259927;69367005	922208
